2019-12-08|0
2019-12-09|0
2019-12-10|0
2019-12-11|0
2019-12-12|0
2019-12-13|14
2019-12-14|6
2019-12-15|3
2019-12-16|8
2019-12-17|0
2019-12-18|5
2019-12-19|0
2019-12-20|0
2019-12-21|0
2019-12-22|0
2019-12-23|0
2019-12-24|0
2019-12-25|0
2019-12-26|0
2019-12-27|0
2019-12-28|0
2019-12-29|0
2019-12-30|0
2019-12-31|0
2020-01-01|0
2020-01-02|0
2020-01-03|0
2020-01-04|0
2020-01-05|0
2020-01-06|0
2020-01-07|0
2020-01-08|0
2020-01-09|0
2020-01-10|0
2020-01-11|0
2020-01-12|0
2020-01-13|0
2020-01-14|0
2020-01-15|0
2020-01-16|0
2020-01-17|0
2020-01-18|0
2020-01-19|0
2020-01-20|0
2020-01-21|0
2020-01-22|8128
2020-01-23|10599
2020-01-24|10715
2020-01-25|10915
2020-01-26|18195
2020-01-27|22945
2020-01-28|26670
2020-01-29|27577
2020-01-30|29459
2020-01-31|32501
2020-02-01|33133
2020-02-02|30639
2020-02-03|42073
2020-02-04|41911
2020-02-05|41777
2020-02-06|48124
2020-02-07|51477
2020-02-08|38651
2020-02-09|27469
2020-02-10|46268
2020-02-11|65571
2020-02-13|44036
2020-02-14|71528
2020-02-15|59163
2020-02-16|47738
2020-02-17|40343
2020-02-18|76554
2020-02-19|70798
2020-02-21|37960
2020-02-22|25352
2020-02-23|23487
2020-02-24|38153
2020-02-25|37682
2020-02-26|30707
2020-02-27|30461
2020-02-28|34192
2020-02-29|19814
2020-03-01|16354
2020-03-02|26720
2020-03-03|25775
2020-03-04|28171
2020-03-05|28999
2020-03-06|26089
2020-03-07|15503
2020-03-08|12920
2020-03-09|23233
2020-03-10|21551
2020-03-11|27236
2020-03-12|23380
2020-03-13|21251
2020-03-14|13943
2020-03-15|16571
2020-03-16|25982
2020-03-17|24016
2020-03-18|17078
2020-03-19|18684
2020-03-20|24574
2020-03-21|12008
2020-03-22|13151
2020-03-23|19569
2020-03-24|20486
2020-03-25|18641
2020-03-26|26386
2020-03-27|19559
2020-03-28|11804
2020-03-29|10833
2020-03-30|17469
2020-03-31|17992
2020-04-01|17961
2020-04-02|17864
2020-04-03|17096
2020-04-04|8894
2020-04-05|9704
2020-04-06|9704
2020-04-07|8434
2020-04-08|14772
2020-04-09|19407
2020-04-10|14777
2020-04-11|15880
2020-04-12|9016
2020-04-13|7969
2020-04-14|14217
2020-04-15|14242
2020-04-16|14888
2020-04-17|14352
2020-04-18|14072
2020-04-19|9183
2020-04-20|8440
2020-04-21|13954
2020-04-22|12074
2020-04-23|12324
2020-04-24|11355
2020-04-25|12979
2020-04-26|8940
2020-04-27|12120
2020-04-28|12007
2020-04-29|12291
2020-04-30|15954
2020-05-01|16419
2020-05-02|9476
2020-05-03|11868
2020-05-04|3108
2020-05-05|6304
2020-05-06|2282
2020-05-07|10552
2020-05-08|14225
2020-05-09|12323
2020-05-10|10560
2020-05-11|3251
2020-05-12|11757
2020-05-13|10953
2020-05-14|3396
2020-05-15|11375
2020-05-16|11089
2020-05-17|6997
2020-05-18|5633
2020-05-19|11869
2020-05-20|9996
2020-05-21|10864
2020-05-22|9676
2020-05-23|11993
2020-05-24|3048
2020-05-25|2426
2020-05-26|7880
2020-05-27|8884
2020-05-28|8882
2020-05-29|8512
2020-05-30|10144
2020-05-31|4105
2020-06-01|1422
2020-06-02|6106
2020-06-03|7298
2020-06-04|10305
2020-06-05|8532
2020-06-06|8222
2020-06-07|1745
2020-06-08|2229
2020-06-09|9537
2020-06-10|7853
2020-06-11|7416
2020-06-12|7114
2020-06-13|7733
2020-06-14|2185
2020-06-15|2563
2020-06-16|10413
2020-06-17|11148
2020-06-18|2776
2020-06-19|10764
2020-06-21|3188
2020-06-22|2375
2020-06-23|11329
2020-06-24|4026
2020-06-25|10719
2020-06-26|3499
2020-06-27|2728
2020-06-28|2450
2020-06-29|3120
2020-06-30|3256
2020-07-01|5113
2020-07-02|14625
2020-07-03|2717
2020-07-04|9616
2020-07-05|2281
2020-07-06|1960
2020-07-07|8141
2020-07-08|8742
2020-07-09|9023
2020-07-10|2538
2020-07-11|2838
2020-07-12|2022
2020-07-13|2160
2020-07-14|2481
2020-07-15|2653
2020-07-16|2306
2020-07-17|2413
2020-07-18|7557
2020-07-19|2518
2020-07-20|1835
2020-07-21|2952
2020-07-22|8884
2020-07-23|9988
2020-07-24|7329
2020-07-25|8328
2020-07-26|2277
2020-07-27|2084
2020-07-28|3640
2020-07-29|12274
2020-07-30|11479
2020-07-31|2820
2020-08-01|1986
2020-08-02|2140
2020-08-03|1927
2020-08-04|2237
2020-08-05|2530
2020-08-06|2256
2020-08-07|2357
2020-08-08|1549
2020-08-09|1952
2020-08-10|1678
2020-08-11|2160
2020-08-12|2317
2020-08-13|2194
2020-08-14|2688
2020-08-15|1781
2020-08-16|2171
2020-08-17|1775
2020-08-18|2870
2020-08-19|2328
2020-08-20|2044
2020-08-21|2386
2020-08-22|2401
2020-08-23|2003
2020-08-24|1493
2020-08-25|5446
2020-08-26|5337
2020-08-27|1965
2020-08-28|1971
2020-08-29|2386
2020-08-30|1751
2020-08-31|1194
2020-09-01|2137
2020-09-02|2239
2020-09-03|2409
2020-09-04|2239
2020-09-05|2232
2020-09-06|2409
2020-09-07|2239
2020-09-08|2611
2020-09-09|9207
2020-09-10|9693
2020-09-11|8000
2020-09-12|7178
2020-09-13|1611
2020-09-14|1386
2020-09-15|2161
2020-09-16|1892
2020-09-17|1604
2020-09-18|1788
2020-09-19|2092
2020-09-20|1573
2020-09-21|953
2020-09-22|1366
2020-09-23|2016
2020-09-24|1864
2020-09-25|1828
2020-09-26|2118
2020-09-27|1444
2020-09-28|1880
2020-09-29|1780
2020-09-30|2243
2020-10-01|7684
2020-10-02|1305
2020-10-03|1649
2020-10-04|1360
2020-10-05|1352
2020-10-06|1353
2020-10-07|1571
2020-10-08|1292
2020-10-09|1373
2020-10-10|2108
2020-10-11|2189
2020-10-12|1424
2020-10-13|2266
2020-10-14|2959
2020-10-15|2411
2020-10-16|7949
2020-10-17|2712
2020-10-18|1724
2020-10-19|1510
2020-10-20|2415
2020-10-21|1741
2020-10-22|1892
2020-10-23|1963
2020-10-24|1892
2020-10-25|1462
2020-10-26|1559
2020-10-27|1874
2020-10-28|2483
2020-10-29|2866
2020-10-30|2905
2020-10-31|2666
2020-11-01|1965
2020-11-02|1960
2020-11-03|14626
2020-11-04|14626
2020-11-05|2666
2020-11-06|2060
2020-11-07|1726
2020-11-08|1429
2020-11-09|1647
2020-11-10|1831
2020-11-11|2004
2020-11-12|1993
2020-11-13|1726
2020-11-14|2225
2020-11-15|1409
2020-11-16|1445
2020-11-17|18310
2020-11-18|18300
2020-11-19|2866
2020-11-20|16201
2020-11-21|2105
2020-11-22|1732
2020-11-23|2008
2020-11-24|2330
2020-11-25|1891
2020-11-26|2292
2020-11-27|20042
2020-11-28|2228
2020-11-29|1263
2020-11-30|1021
2020-12-01|14733
2020-12-02|12503
2020-12-03|2047
2020-12-04|2179
2020-12-05|2128
2020-12-06|1718
2020-12-07|1590
