2019-12-08|0
2019-12-09|0
2019-12-10|0
2019-12-11|0
2019-12-12|0
2019-12-13|8
2019-12-14|2
2019-12-15|4
2019-12-16|0
2019-12-17|0
2019-12-18|0
2019-12-19|0
2019-12-20|0
2019-12-21|0
2019-12-22|0
2019-12-23|0
2019-12-24|0
2019-12-25|0
2019-12-26|0
2019-12-27|0
2019-12-28|0
2019-12-29|0
2019-12-30|0
2019-12-31|0
2020-01-01|0
2020-01-02|0
2020-01-03|0
2020-01-04|0
2020-01-05|0
2020-01-06|0
2020-01-07|0
2020-01-08|0
2020-01-09|0
2020-01-10|0
2020-01-11|0
2020-01-12|0
2020-01-13|0
2020-01-14|0
2020-01-15|0
2020-01-16|0
2020-01-17|0
2020-01-18|0
2020-01-19|0
2020-01-20|0
2020-01-21|0
2020-01-22|0
2020-01-23|2597
2020-01-24|2353
2020-01-25|2597
2020-01-26|2681
2020-01-27|2697
2020-01-28|2652
2020-01-29|2962
2020-01-30|2746
2020-01-31|2756
2020-02-01|2801
2020-02-02|2606
2020-02-03|2615
2020-02-04|3095
2020-02-05|2923
2020-02-07|2690
2020-02-08|3039
2020-02-09|3135
2020-02-10|3042
2020-02-11|2882
2020-02-13|3296
2020-02-14|3130
2020-02-15|2793
2020-02-16|2809
2020-02-17|2917
2020-02-18|2926
2020-02-19|2842
2020-02-20|2908
2020-02-21|2606
2020-02-22|2595
2020-02-23|2483
2020-02-24|2583
2020-02-25|2797
2020-02-27|2640
2020-02-28|2700
2020-02-29|2653
2020-03-01|2777
2020-03-02|3394
2020-03-03|3403
2020-03-04|3107
2020-03-05|3404
2020-03-06|3093
2020-03-07|2477
2020-03-08|2697
2020-03-09|2833
2020-03-10|3014
2020-03-11|3133
2020-03-12|2846
2020-03-13|2799
2020-03-14|2928
2020-03-15|2943
2020-03-16|3400
2020-03-17|3036
2020-03-18|2813
2020-03-19|2719
2020-03-20|3314
2020-03-21|2866
2020-03-22|3323
2020-03-23|3612
2020-03-24|3615
2020-03-25|3243
2020-03-26|3367
2020-03-27|3359
2020-03-28|2794
2020-03-29|3083
2020-03-30|3281
2020-03-31|2944
2020-04-01|2762
2020-04-02|2988
2020-04-03|2746
2020-04-04|2204
2020-04-05|2508
2020-04-06|2508
2020-04-07|2404
2020-04-08|2835
2020-04-09|2716
2020-04-10|2739
2020-04-11|2653
2020-04-12|2489
2020-04-13|2462
2020-04-14|2886
2020-04-15|2696
2020-04-16|2547
2020-04-17|2502
2020-04-18|2569
2020-04-19|2448
2020-04-20|2266
2020-04-21|2692
2020-04-22|2139
2020-04-23|2184
2020-04-24|2297
2020-04-25|2557
2020-04-26|2347
2020-04-27|3369
2020-04-28|3768
2020-04-29|2175
2020-04-30|2552
2020-05-01|2559
2020-05-02|2469
2020-05-03|2234
2020-05-04|2978
2020-05-05|2913
2020-05-06|1858
2020-05-07|2263
2020-05-08|2963
2020-05-09|2837
2020-05-10|1991
2020-05-11|2263
2020-05-12|2932
2020-05-13|2293
2020-05-14|3298
2020-05-15|2401
2020-05-16|2441
2020-05-17|1909
2020-05-18|2096
2020-05-19|2633
2020-05-20|2073
2020-05-21|2378
2020-05-22|2023
2020-05-23|1892
2020-05-24|1684
2020-05-25|640
2020-05-26|1954
2020-05-27|1878
2020-05-28|1729
2020-05-29|1704
2020-05-30|2688
2020-05-31|1463
2020-06-01|1300
2020-06-02|1804
2020-06-03|1756
2020-06-04|2780
2020-06-05|1594
2020-06-06|1613
2020-06-07|1245
2020-06-08|1613
2020-06-09|3496
2020-06-10|2232
2020-06-11|1607
2020-06-12|1947
2020-06-13|2438
2020-06-14|2133
2020-06-15|2399
2020-06-16|2500
2020-06-17|2600
2020-06-18|2411
2020-06-19|2162
2020-06-21|2046
2020-06-22|2202
2020-06-24|2799
2020-06-26|2632
2020-06-27|2543
2020-06-28|2244
2020-06-29|2913
2020-06-30|2681
2020-07-01|3056
2020-07-02|2635
2020-07-03|2161
2020-07-04|2078
2020-07-05|1747
2020-07-06|3751
2020-07-07|2392
2020-07-08|1997
2020-07-09|1929
2020-07-10|2307
2020-07-11|1974
2020-07-12|1703
2020-07-13|1551
2020-07-14|2285
2020-07-15|2168
2020-07-16|1775
2020-07-17|1716
2020-07-18|3762
2020-07-19|2205
2020-07-20|1864
2020-07-21|2291
2020-07-22|1829
2020-07-23|2376
2020-07-24|2420
2020-07-25|2645
2020-07-26|1992
2020-07-27|2377
2020-07-28|2656
2020-07-29|2920
2020-07-30|2559
2020-07-31|2470
2020-08-01|1935
2020-08-02|1785
2020-08-03|2338
2020-08-04|2623
2020-08-05|2146
2020-08-06|1802
2020-08-07|2089
2020-08-08|2136
2020-08-09|1804
2020-08-10|1875
2020-08-11|2321
2020-08-12|2316
2020-08-13|2350
2020-08-14|2582
2020-08-15|1604
2020-08-16|2632
2020-08-17|1918
2020-08-18|2510
2020-08-19|1942
2020-08-20|2166
2020-08-21|2033
2020-08-22|1661
2020-08-23|1562
2020-08-24|1636
2020-08-25|1543
2020-08-26|1505
2020-08-27|1421
2020-08-28|1489
2020-08-29|1596
2020-08-30|1446
2020-08-31|1307
2020-09-01|1625
2020-09-02|1778
2020-09-03|1520
2020-09-04|1550
2020-09-05|1789
2020-09-06|1520
2020-09-07|1550
2020-09-08|1526
2020-09-09|1652
2020-09-10|1390
2020-09-11|1262
2020-09-12|1120
2020-09-13|1076
2020-09-14|1120
2020-09-15|1441
2020-09-16|851
2020-09-17|1159
2020-09-18|0
2020-09-19|0
2020-09-20|0
2020-09-21|0
2020-09-22|0
2020-09-23|0
2020-09-24|0
2020-09-25|0
2020-09-26|0
2020-09-27|0
2020-09-28|0
2020-09-29|0
2020-09-30|0
2020-10-01|0
2020-10-02|0
2020-10-03|0
2020-10-04|0
2020-10-05|0
2020-10-06|0
2020-10-07|0
2020-10-08|0
2020-10-09|0
2020-10-10|0
2020-10-11|0
2020-10-12|0
2020-10-13|0
2020-10-14|0
2020-10-15|0
2020-10-16|0
2020-10-17|0
2020-10-18|0
2020-10-19|0
2020-10-20|0
2020-10-21|0
2020-10-22|0
2020-10-23|0
2020-10-24|0
2020-10-25|0
2020-10-26|0
2020-10-27|0
2020-10-28|0
2020-10-29|0
2020-10-30|0
2020-10-31|0
2020-11-01|0
2020-11-02|0
2020-11-03|0
2020-11-04|0
2020-11-05|0
2020-11-06|0
2020-11-07|0
2020-11-08|0
2020-11-09|0
2020-11-10|0
2020-11-11|0
2020-11-12|0
2020-11-13|0
2020-11-14|0
2020-11-15|0
2020-11-16|0
2020-11-17|0
2020-11-18|0
2020-11-19|0
2020-11-20|0
2020-11-21|0
2020-11-22|0
2020-11-23|0
2020-11-24|0
2020-11-25|0
2020-11-26|0
2020-11-27|0
2020-11-28|0
2020-11-29|0
2020-11-30|0
2020-12-01|0
2020-12-02|0
2020-12-03|0
2020-12-04|0
2020-12-05|0
2020-12-06|0
2020-12-07|0
